"AIRO_ID","Roll_No","Off_Name","Add_1","Add_2","Add_3","Add_4","County","Ethos","Island","DEIS","Gaeltacht","M_13_14","F_13_14","T_13_14","xcoord","ycoord","Long","Lat"
168,"17026M","CLARECASTLE NATIONAL SCHOOL","INIS","CO CLARE","","","Clare","CATHOLIC","N","N","N",191,192,383,134620,174409,-8.96983,52.8167
169,"17246D","S N CLUAIN AN ATHA","EIDHNEACH","INIS","CO CLARE","","Clare","CATHOLIC","N","N","N",12,17,29,114292,180363,-9.27287,52.8674
170,"17270A","S N COLM CILLE","INIS DIOMAIN","CO CLARE","","","Clare","CATHOLIC","N","N","N",20,21,41,117387,187493,-9.22872,52.9319
171,"17517I","DOOLIN MIXED N S","ENNIS","CO CLARE","","","Clare","CATHOLIC","N","N","N",40,32,72,107975,196670,-9.37128,53.0129
172,"17563P","OGONNELLOE NATIONAL SCHOOL","OGONNELLOE","TUAMGRANEY","SCARIFF","CO CLARE","Clare","CATHOLIC","N","N","N",57,48,105,169181,180208,-8.45774,52.8719
173,"17583V","S N CNOC AN EIN","INIS","CO CLARE","","","Clare","CATHOLIC","N","N","N",136,142,278,137487,178553,-8.9281,52.8543
174,"17633K","S N EOIN BAISTE","BALLYVAUGHAN","VIA GALWAY","CO CLARE","","Clare","CATHOLIC","N","N","N",23,19,42,122761,207661,-9.15364,53.1139
175,"17687K","S N TULACH CRUINN","CILL RUIS","CO CLARE","","","Clare","CATHOLIC","N","N","N",13,5,18,108683,160790,-9.35069,52.6906
176,"17801F","S N NA MAIGHDINE MUIRE","BROADFORD","CO CLARE","","","Clare","CATHOLIC","N","N","N",67,58,125,157370,172678,-8.63217,52.8035
177,"17816S","COORACLARE B N S","CILL ROIS","CO CLARE","","","Clare","CATHOLIC","N","N","N",55,54,109,103970,162497,-9.42087,52.7051
178,"17832Q","KILNABOY N S","ENNIS","CO CLARE","","","Clare","CATHOLIC","N","N","N",39,51,90,127533,191776,-9.07881,52.9719
179,"17847G","S N AIBHISTIN NAOFA","CILL SEANAIGH","INIS","CO AN CHLAIR","","Clare","CATHOLIC","N","N","N",16,13,29,112662,193284,-9.30054,52.9832
180,"17898A","S N IOSEP NAOFA","BROADFORD","VIA LIMERICK","CO CLARE","","Clare","CATHOLIC","N","N","N",4,2,6,161880,172745,-8.5653,52.8044
181,"17957N","ENNIS CONVENT INF N S","ENNIS","CO CLARE","","","Clare","CATHOLIC","N","Y","N",109,100,209,133938,177253,-8.98052,52.8422
182,"18032M","S N CLUAIN MUINGE","CLONMONEY","NEWMARKET-ON-FERGUS","CO CLARE","","Clare","CATHOLIC","N","N","N",79,72,151,143532,163113,-8.83571,52.7162
183,"18109V","S N INIS CEALTRACH","MOUNTSHANNON","CO. CLARE","VIA LIMERICK","","Clare","CATHOLIC","N","N","N",36,29,65,170355,186944,-8.44092,52.9325
184,"18168O","S N AN CHRIOCH","AN CHRIOCH","CO AN CHLAIR","","","Clare","CATHOLIC","N","N","N",16,25,41,103421,167136,-9.43036,52.7467
185,"18190H","S N CRONAIN NFA AN CARN","INIS","CO CLARE","","","Clare","CATHOLIC","N","N","N",9,12,21,127927,199076,-9.07457,53.0375
186,"18225A","S N MHUIRE MILIUC","LUIMNEACH","CO LUIMNI","","","Clare","CATHOLIC","N","N","N",75,73,148,154483,160813,-8.67333,52.6966
187,"18227E","SCOIL MHUIRE NAISIUNTA","CORA  FINNE","CO AN CHLAIR","","","Clare","CATHOLIC","N","N","N",65,68,133,128880,188753,-9.0581,52.9449
188,"18327I","S N CNOC DOIRE","COORACLARE","KILRUSH","CO CLARE","","Clare","CATHOLIC","N","N","N",15,13,28,105562,156861,-9.39571,52.6548
189,"18339P","SN IOSEF NAOFA","AN MHAIGH","LEACHT UI CHONCHUBHAIR","INIS","CO AN CHLAIR","Clare","CATHOLIC","N","N","N",14,11,25,110421,184191,-9.33139,52.9012
190,"18359V","S N CUAN","CILL BEATHACH","INIS","CO CLARE","","Clare","CATHOLIC","N","N","N",15,20,35,73562,148800,-9.86532,52.5759
191,"18410S","S N LIOSCEANUIR","INIS","CO CLARE","","","Clare","CATHOLIC","N","N","N",43,36,79,106244,188084,-9.39458,52.9354
192,"18467B","S N BAILE AN DROICHID","OBRIENS BRIDGE","LIMERICK","","","Clare","CATHOLIC","N","N","N",67,60,127,164632,167918,-8.52397,52.7612
193,"18526O","BALLYCAR N S","NEWMARKET ON FERGUS","CO CLARE","","","Clare","CATHOLIC","N","N","N",20,19,39,142462,168883,-8.85255,52.768
194,"18540I","CLUAIN DRAIGNEACH","CLUAIN DRAIGHNEACH","LIOS UI CHATASAI","INIS","CO AN CHLAIR","Clare","CATHOLIC","N","N","N",15,5,20,124466,165216,-9.11831,52.7328
195,"18541K","S N CATHAIR AODHA","LISSYCASEY","ENNIS","CO CLARE","","Clare","CATHOLIC","N","N","N",21,16,37,125733,168932,-9.10039,52.7664
196,"18555V","LISSYCASEY N S","ENNIS","CO CLARE","","","Clare","CATHOLIC","N","N","N",65,70,135,120550,165858,-9.17643,52.738
197,"18565B","S N MA SHEASTA","MOYASTA","CO CLARE","","","Clare","CATHOLIC","N","N","N",25,29,54,95904,158761,-9.53899,52.6701
198,"18624O","MERCY CONVENT KILLALOE","KILLALOE","CO CLARE","","","Clare","CATHOLIC","N","N","N",0,93,93,170299,172842,-8.44046,52.8058
199,"18630J","CARRIGAHOLT MIXED N S","CARRIGAHOLT","ENNIS","CO CLARE","","Clare","CATHOLIC","N","N","N",12,11,23,84278,151490,-9.70825,52.6024
200,"18639E","S N BAILE NA CAILLI","ENNIS","CO CLARE","","","Clare","CATHOLIC","N","N","N",45,59,104,128064,163581,-9.06469,52.7186
201,"18696Q","S N DUBH RATH","CAISLEAN AN CHLAR","CO CLARE","","","Clare","CATHOLIC","N","N","N",50,41,91,138485,174664,-8.91256,52.8195
202,"18720K","MILTOWN MALBAY B N S","MILTOWN MALBAY","CO CLARE","","","Clare","CATHOLIC","N","N","N",41,57,98,105559,178905,-9.4021,52.8528
203,"18739I","SHANNON AIRPORT 1 N S","SHANNON AIRPORT","CO CLARE","","","Clare","CATHOLIC","N","N","N",53,67,120,139860,161243,-8.8897,52.699
204,"18740Q","SHANNON AIRPORT NO 2 NS","SHANNON AIRPORT","CO CLARE","","","Clare","CHURCH OF IRELAND","N","N","N",13,2,15,139547,161329,-8.89435,52.6998
205,"18753C","SAINT MARYS N S LAHINCH","INIS","CO CLARE","","","Clare","CATHOLIC","N","N","N",75,76,151,109612,187289,-9.34427,52.9289
206,"18768P","FORGLEANN N S","FORGLEANN","LEACHT UI CHONCHUIR","CO AN CHLAIR","","Clare","CATHOLIC","N","N","N",24,17,41,114295,184855,-9.274,52.9078
207,"18846J","AN DAINGIN","TULLA","ENNIS","CO CLARE","","Clare","CATHOLIC","N","N","N",12,10,22,146166,175434,-8.79875,52.8272
208,"18950E","Dromindoora N.S.","CAHER","VIA LIMERICK","CO CLARE","","Clare","CATHOLIC","N","N","N",16,15,31,151620,194286,-8.72064,52.9972
209,"19043W","NEW QUAY NS","BURREN","CO CLARE","VIA GALWAY","","Clare","CATHOLIC","N","N","N",10,19,29,127860,211093,-9.07827,53.1455
210,"19274S","ST CONAIRES NS","SHANNON","CO CLARE","","","Clare","CATHOLIC","N","N","N",248,252,500,141205,161984,-8.86994,52.7059
211,"19338S","FLAGMOUNT CENTRAL NS","FLAGMOUNT CENTRAL NS","FLAGMOUNT","CAHER","CO CLARE","Clare","CATHOLIC","N","N","N",33,27,60,156691,192991,-8.64494,52.986
212,"19366A","SCARIFF CENTRAL N S","SCARIFF","CO CLARE","","","Clare","CATHOLIC","N","N","N",89,80,169,164280,185114,-8.53106,52.9157
213,"19386G","LABASHEEDA CENTRAL N S","LABASHEEDA","CO CLARE","","","Clare","CATHOLIC","N","N","N",6,11,17,115202,152986,-9.25228,52.6216
214,"19442N","RUAN CENTRAL NS","RUAN","ENNIS","CO CLARE","","Clare","CATHOLIC","N","N","N",57,54,111,133569,187411,-8.98807,52.9334
215,"19551S","INCHICRONAN CENTRAL NS","CRUSHEEN","CO CLARE","","","Clare","CATHOLIC","N","N","N",52,49,101,139943,187584,-8.89331,52.9358
216,"19552U","NAOMH TOLA","SHANNON","CO CLARE","","","Clare","CATHOLIC","N","N","N",121,112,233,140154,161731,-8.88544,52.7035
217,"19559L","CHRIOST RI","CLOUGHLEIGH","ENNIS","CO CLARE","","Clare","CATHOLIC","N","Y","N",111,115,226,133158,177849,-8.99222,52.8475
218,"19698C","ST AIDANS NS","SMITHSTOWN","SHANNON","CO CLARE","","Clare","CATHOLIC","N","N","N",136,129,265,141646,162532,-8.86351,52.7108
219,"19700J","LISDOONVARNA N S","LISDOONVARNA","CO CLARE","","","Clare","CATHOLIC","N","N","N",55,57,112,113588,198564,-9.28817,53.0308
220,"19838P","GAEL SC MHICHIL CHIOSOG","INIS","CO AN CHLAIR","","","Clare","CATHOLIC","N","N","N",154,193,347,133978,178742,-8.98023,52.8556
221,"19849U","GAELSCOIL DONNCHA RUA","SIONNA","CO AN CHLAIR","","","Clare","CATHOLIC","N","N","N",37,41,78,140810,161932,-8.87577,52.7053
222,"19999Q","GAELSCOIL UI CHOIMIN","AN T-IONAD OIGE","CILL ROIS","CO AN CHLAIR","","Clare","CATHOLIC","N","N","N",27,41,68,99442,155320,-9.48565,52.6398
223,"20041C","CONVENT OF MERCY NATIONAL SCHOOL","KILRUSH","CO CLARE","","","Clare","CATHOLIC","N","Y","N",142,147,289,99377,155305,-9.48661,52.6397
224,"20075T","ST MOCHULLAS N.S.","ENNIS ROAD","TULLA","CO CLARE","","Clare","CATHOLIC","N","N","N",137,147,284,148739,179880,-8.76128,52.8674
225,"20078C","SN REALT NA MARA","CHAPEL ST","KILKEE","CO CLARE","","Clare","CATHOLIC","N","Y","N",36,40,76,88674,159839,-9.6462,52.6783
226,"20086B","ENNIS EDUCATE TOGETHER NS","GORT ROAD","ENNIS","CO CLARE","","Clare","MULTI DENOMINATIONAL","N","Y","N",60,49,109,133831,179109,-8.98249,52.8589
227,"20127M","SCOIL NA MAIGHDINE MHUIRE","CORA CHAITHLIN","INIS","CO AN CHLAIR","","Clare","CATHOLIC","N","N","N",94,98,192,139472,168372,-8.89675,52.7631
228,"20149W","ST FACHNAN & ST ATTRACTAS N S","KILFENORA","CO CLARE","","","Clare","CATHOLIC","N","N","N",27,35,62,118039,193875,-9.22064,52.9894
229,"20245S","Ennistymon National School","Ennistymon","Co. Clare","","","Clare","CATHOLIC","N","Y","N",61,59,120,112753,188272,-9.29784,52.9382
230,"20312H","Raheen Wood Steiner School","Tuamgraney","Co Clare","","","Clare","MULTI DENOMINATIONAL","N","N","N",39,49,88,164982,182513,-8.52035,52.8924
231,"20313J","Mol an Oige","Ennistoymon","Clare","","","Clare","MULTI DENOMINATIONAL","N","Y","N",69,61,130,112731,187932,-9.29807,52.9351
232,"20404M","Coore National School","Mullagh","Ennis","County Clare","","Clare","CATHOLIC","N","Y","N",12,14,26,103970,162497,-9.42087,52.7051
233,"20434V","Scoil Mhichil","Cahermurphy","Kilmihil","","","Clare","CATHOLIC","N","N","N",19,15,34,109607.51,167539.95,-9.33887,52.7514
234,"01197D","STRAWBERRY HILL B N S","SUNDAYS WELL","CORK","","","Cork","CATHOLIC","N","Y","N",177,0,177,165606,72135,-8.49974,51.9005
235,"02707F","SUNDAYS WELL G N S","CORK","CO CORK","","","Cork","CATHOLIC","N","Y","N",0,166,166,165572,72134,-8.50024,51.9004
236,"05940D","SCOIL URSULA","BLACKROCK","CO CORK","","","Cork","CATHOLIC","N","Y","N",69,87,156,171543,71548,-8.41343,51.8955
237,"12203G","S N NAOMH ANTAINE","BALLINLOUGH","CORK","","","Cork","CATHOLIC","N","N","N",796,0,796,169211,70701,-8.44724,51.8878
238,"12473M","GREENMOUNT MONASTERY NS","SCOIL MUIRE NA NGRAS","GREENMOUNT","CO CORK","","Cork","CATHOLIC","N","Y","N",165,104,269,166982,71056,-8.47965,51.8908
239,"13648D","ST LUKES MXD N S","MAHONYS AVE","CORK","","","Cork","CHURCH OF IRELAND","N","N","N",43,44,87,168626,72465,-8.45589,51.9036
240,"13696O","ST VINCENTS CONVENT N S","ST MARYS ROAD","CORK","","","Cork","CATHOLIC","N","Y","N",50,259,309,167016,72685,-8.47931,51.9055
241,"13980L","S N B TOGHER CORK","TOGHER","CORK","","","Cork","CATHOLIC","N","N","N",308,0,308,165859,69164,-8.49577,51.8738
242,"14000C","SCOIL NAOMH MHUIRE","N MHUIRE AN OILEAIN","Bishop Street","CORK","","Cork","CATHOLIC","N","Y","N",77,148,225,166953,71476,-8.48011,51.8946
243,"14198D","NAOMH EOIN EASPAL","MAYFIELD","CO CORK","","","Cork","CATHOLIC","N","Y","N",107,0,107,170341,73639,-8.43108,51.9142
244,"15781P","BALLINTEMPLE N S","BALLINTEMPLE N S","CRAB LANE","CORK","","Cork","CATHOLIC","N","N","N",111,102,213,169782,71248,-8.43899,51.8927
245,"16339F","S N IOSEF NAOFA","MARDYKE","CORK","","","Cork","CATHOLIC","N","N","N",214,0,214,166504,71694,-8.48665,51.8965
246,"16680O","SCOIL COLMCILLE","BLARNEY ST","CORK","","","Cork","CATHOLIC","N","Y","N",196,0,196,166795,72191,-8.48247,51.901
247,"17024I","SCOIL NA CROISE NAOFA","MAHON","CORK","","","Cork","CATHOLIC","N","Y","N",131,96,227,172376,71369,-8.40132,51.8939
248,"17045Q","ST PATRICKS B N S","BALLYHOOLEY ROAD","CORK","","","Cork","CATHOLIC","N","Y","N",215,0,215,168758,72861,-8.45401,51.9072
249,"17105I","MUIRE GAN SMAL C","GLASHEEN","CORK","","","Cork","CATHOLIC","N","Y","N",1,201,202,165711,70581,-8.49806,51.8865
250,"17313P","OUR LADY OF LOURDES","BALLINLOUGH","CORK","","","Cork","CATHOLIC","N","N","N",0,250,250,168738,70891,-8.45412,51.8895
251,"17993R","SCOIL MHUIRE GAN SMAL B","GLASHEEN","CORK","","","Cork","CATHOLIC","N","Y","N",320,0,320,165711,70581,-8.49806,51.8865
252,"18153B","S N PADRAIG NAOFA C","DILLONS CROSS","CORK","","","Cork","CATHOLIC","N","Y","N",0,225,225,168769,72942,-8.45386,51.9079
253,"18154D","S N PADRAIG NAOFA","DILLONS CROSS","CORK","","","Cork","CATHOLIC","N","Y","N",81,52,133,168745,72847,-8.4542,51.907
254,"18217B","SCOIL PADRE PIO N S","CHURCHFIELD","CORK CITY","","","Cork","CATHOLIC","N","Y","N",128,105,233,166178,72824,-8.4915,51.9067
255,"18253F","SCOIL NAOMH CAITRIONA","MODEL FARM ROAD","CORCAIGH","","","Cork","CATHOLIC","N","N","N",0,412,412,164513,70565,-8.51546,51.8863
256,"18292P","GAELSCOIL AN TEAGHLAIGH NAOFA","BAILE FEITHEAN","CO CHORCAI","","","Cork","CATHOLIC","N","Y","N",118,111,229,167314,70184,-8.47474,51.883
257,"18356P","S N BARRA NAOFA","SCOIL BHARRA","SRAID GILLABBEY","CORCAIGH","","Cork","CHURCH OF IRELAND","N","N","N",18,27,45,166699,71423,-8.48379,51.8941
258,"18388F","SCOIL NAOMH MICHEAL","CHURCH ROAD","BLACKROCK","CORK","","Cork","CHURCH OF IRELAND","N","N","N",18,20,38,171132,71530,-8.4194,51.8953
259,"18563U","SCOIL NAOMH BRID C","EGLANTINE HOUSE","BALLINLOUGH","CORK","","Cork","CATHOLIC","N","N","N",0,557,557,169346,70143,-8.44523,51.8828
260,"18566D","S N ATHAIR MAITIU C","AN TOCHAIR","CORCAIGH","","","Cork","CATHOLIC","N","N","N",0,288,288,165836,69173,-8.49611,51.8738
261,"18587L","SCOIL MHUIRE BANRION","MAYFIELD","CORK","","","Cork","CATHOLIC","N","Y","N",0,192,192,170857,73446,-8.42356,51.9125
262,"18734V","REALT NA MAIDINE","BALLYPHEHANE","CORK","","","Cork","CATHOLIC","N","Y","N",114,3,117,167046,69693,-8.47859,51.8786
263,"18786R","SCOIL IOSAGAIN","FARRANREE","CORK","","","Cork","CATHOLIC","N","Y","N",396,0,396,166672,73228,-8.48436,51.9103
264,"19000E","S N AN SPIORAID NAOMH C","CURRAHEEN RD","BISHOPSTOWN","CORK","","Cork","CATHOLIC","N","N","N",0,261,261,163682,69681,-8.52744,51.8783
265,"19231A","S N BARRA NAOFA BHUACH","BEAUMOUNT","CORK","","","Cork","CATHOLIC","N","N","N",244,0,244,170553,70785,-8.42775,51.8886
266,"19232C","S N BARRA NAOFA CAILINI","BEAUMONT","CORK","","","Cork","CATHOLIC","N","N","N",0,262,262,170527,70832,-8.42813,51.889
267,"19426P","S N MHARCUIS B","AN GLEANN","CORCAIGH","","","Cork","CATHOLIC","N","Y","N",96,0,96,168552,73269,-8.45704,51.9108
268,"19427R","S N BHREANNDAIN C","AN GHLEANN","CORCAIGH","","","Cork","CATHOLIC","N","Y","N",5,94,99,168072,73169,-8.46401,51.9099
269,"19714U","MHUIRE AR CHNOC HAOINE","KNOCKNAHEENY","CORK","","","Cork","CATHOLIC","N","Y","N",140,137,277,165175,72620,-8.50605,51.9048
270,"19730S","SCOIL OILIBHEIR","BALLINCOLLIE ROAD","BALLYVOLANE","CORK","","Cork","CATHOLIC","N","N","N",342,318,660,168423,74421,-8.45902,51.9212
271,"19852J","GAELSCOIL UI RIADA","BAILE AN EASPAIG","CO CHORCAI","","","Cork","CATHOLIC","N","N","N",125,138,263,164750,69773,-8.51194,51.8792
272,"19882S","SCOIL AN ATHAIR TADHG O MURCHU","DUGLAS","CORCAIGH","","","Cork","CATHOLIC","N","N","N",180,202,382,169504,69495,-8.44287,51.8769
273,"19906G","Cork Educate Together National School","GRATTAN STREET","CORK","","","Cork","MULTI DENOMINATIONAL","N","N","N",109,102,211,167091,71933,-8.47815,51.8987
274,"19908K","GAELSCOIL MHACHAN","CARRAIG DUBH","CORCAIGH","","","Cork","CATHOLIC","N","Y","N",77,98,175,172286,71137,-8.40261,51.8919
275,"19909M","GAELSCOIL PEIG SAYERS","Campas Oideachais","Fearann Phiarais","Bothar Ri na hAoine","Corcaigh","Cork","CATHOLIC","N","Y","N",54,80,134,166632,74525,-8.48507,51.922
276,"19993E","GAELSCOIL AN GHOIRT ALAINN","AIBHINNE MURMONT","GORT ALAINN","CORCAIGH","","Cork","MULTI DENOMINATIONAL","N","N","N",154,164,318,169644,72976,-8.44115,51.9082
277,"20036J","NORTH PRESENTATION PRIMARY SCHOOL","GERALD GRIFFIN STREET","CORK CITY.","","","Cork","CATHOLIC","N","Y","N",70,162,232,167281,72646,-8.47546,51.9051
278,"20038N","SCOIL AISEIRI CHRIOST","FARRANREE,","CORK.","","","Cork","CATHOLIC","N","Y","N",0,373,373,166734,73361,-8.48347,51.9115
279,"20077A","SCOIL AN SPIORAID NAOMH (BOYS)","BISHOPSTOWN","CORK","","","Cork","CATHOLIC","N","N","N",375,0,375,163628,69671,-8.52822,51.8782
280,"20106E","SCOIL NIOCLAIS","FRANKFIELD","GRANGE","CORK","","Cork","CATHOLIC","N","N","N",457,450,907,168562,68141,-8.45643,51.8647
281,"20140E","SCOIL MHUIRE FATIMA","NORTH MONASTERY","CORK","","","Cork","CATHOLIC","N","Y","N",171,0,171,166931,72883,-8.48056,51.9073
282,"20388R","Bunscoil Chriost Ri","Turners Cross","Cork","","","Cork","CATHOLIC","N","N","N",351,196,547,167859,70771,-8.46688,51.8883
283,"20389T","Scoil Maria Assumpta","Ballyphehane","Cork","","","Cork","CATHOLIC","N","Y","N",0,208,208,166975.75,70180.24,-8.47965,51.883
284,"00467B","BALLINSPITTLE N S","KINSALE","CO CORK","","","Cork","CATHOLIC","N","N","N",94,91,185,158804,45849,-8.59545,51.6637
285,"00512D","MIDLETON CONVENT N S","MIDLETON","CO CORK","","","Cork","CATHOLIC","N","N","N",135,550,685,188795,72876,-8.16283,51.9081
286,"01272O","S N CHUAN DOIR","CHUAN DOIR","Glandore","Skibbereen","Co Cork","Cork","CATHOLIC","N","N","N",35,28,63,124116,35556,-9.09453,51.5676
287,"01687U","DROMLEIGH N S","MACROOM","CO CORK","","","Cork","CATHOLIC","N","N","N",33,36,69,128455,65146,-9.03803,51.8341
288,"01692N","FIRMOUNT MIXED N S","DONOUGHMORE","CO CORK","","","Cork","CATHOLIC","N","N","N",76,72,148,152104,81919,-8.69727,51.9874
289,"01867W","CASTLELYONS B N S","FERMOY","CO CORK","","","Cork","CATHOLIC","N","N","N",98,104,202,184344,92268,-8.2284,52.0822
290,"02114B","S N BAILE UI GHIBLIN","MITCHELSTOWN","CO CORK","","","Cork","CATHOLIC","N","N","N",59,81,140,186429,113438,-8.19883,52.2726
291,"02278I","MILLSTREET CONVENT N S","MILLSTREET","CO CORK","","","Cork","CATHOLIC","N","N","N",69,169,238,126926,90125,-9.06551,52.0584
292,"02452V","CLOYNE B N S","CLOYNE","CO CORK","","","Cork","CATHOLIC","N","N","N",123,103,226,191294,67684,-8.12639,51.8614
293,"02803B","BANTEER N S","BANTEER","CO CORK","","","Cork","CATHOLIC","N","N","N",78,75,153,139016,98040,-8.89067,52.131
294,"03704E","S N SEAN BAILE MOR","MALLOW","CO CORK","","","Cork","CATHOLIC","N","N","N",47,34,81,167481,107458,-8.47586,52.218
295,"04054T","BALLINDANGAN MIXED N S","MITCHELSTOWN","CO CORK","","","Cork","CATHOLIC","N","N","N",11,6,17,177061,109393,-8.33581,52.2359
296,"04118T","LEAMLARA MIXED N S","LEAMLARA","CO CORK","","","Cork","CATHOLIC","N","N","N",62,64,126,181928,79727,-8.26299,51.9695
297,"04152T","S N CNOC AN BHILE","UPTON","CO CORK","","","Cork","CATHOLIC","N","N","N",81,64,145,152764,61068,-8.68481,51.8
298,"04186N","S N BHIORAINN","BERRINGS","CO CORK","","","Cork","CATHOLIC","N","N","N",109,92,201,152015,76419,-8.6978,51.9379
299,"04230N","SCOIL NAOMH EOIN","BALLINCURRIG","LEAMLARA","CO CORK","","Cork","CATHOLIC","N","N","N",55,52,107,184386,81872,-8.22732,51.9888
300,"04268P","CLOCHAR NA TOIRBHIRTE","DONERAILE","CO CORK","","","Cork","CATHOLIC","N","Y","N",18,70,88,159656,107539,-8.59037,52.2182
301,"04442F","KYLE N S","YOUGHAL","CO CORK","","","Cork","CATHOLIC","N","N","N",28,17,45,203932,77867,-7.9428,51.953
302,"04578H","BALLYVONGANE MIXED N S","AGHINA","CO CORK","","","Cork","CATHOLIC","N","N","N",20,19,39,140954,75828,-8.85853,51.9316
303,"04953H","BALLYHASS MIXED N S","CECILSTOWN","MALLOW","CO CORK","","Cork","CATHOLIC","N","N","N",87,73,160,144996,102731,-8.8041,52.1738
304,"05257P","PRESENTATION CONVENT","BANDON","CO CORK","","","Cork","CATHOLIC","N","N","N",0,186,186,148672,55361,-8.74329,51.7484
305,"05477G","LARAGH N S","BANDON","CO CORK","","","Cork","CATHOLIC","N","N","N",80,74,154,145502,56404,-8.78935,51.7575
306,"05508O","ST COLUMBAS N.S","WITH FACILITY FOR DEAF CHILDREN","DUGHLAS","CORCAIGH","","Cork","CATHOLIC","N","N","N",19,471,490,169486,69073,-8.4431,51.8732
307,"05565D","TRAFRASK MIXED N S","BANTRY","CO CORK","","","Cork","CATHOLIC","N","N","N",20,22,42,84915,49561,-9.66435,51.6868
308,"05636A","DUNMANWAY MODEL N S","DUNMANWAY","CO CORK","","","Cork","CHURCH OF IRELAND","N","N","N",29,33,62,122927,52134,-9.11533,51.7164
309,"05656G","S N AN GHOILIN","SCIOBAIRIN","CO CORK","","","Cork","CATHOLIC","N","N","N",23,24,47,81051,27977,-9.71289,51.4921
310,"06295F","FREEMOUNT MIXED N S","RATHLUIRC","CO CORK","","","Cork","CATHOLIC","N","N","N",38,48,86,139672,114355,-8.88399,52.2777
311,"06342L","VICARSTOWN MIXED N S","VICARSTOWN","CO CORK","","","Cork","CATHOLIC","N","N","N",36,51,87,154917,78207,-8.65584,51.9543
312,"07006A","BALLYCLOUGH MIXED N S","MALLOW","CO CORK","","","Cork","CATHOLIC","N","N","N",54,67,121,149694,101875,-8.7353,52.1665
313,"07242M","CLOGHROE MIXED N S","BLARNEY","CO CORK","","","Cork","CATHOLIC","N","N","N",280,284,564,157666,74128,-8.61535,51.9178
314,"07651G","CONVENT OF MERCY","CLONAKILTY","CO CORK","","","Cork","CATHOLIC","N","N","N",0,216,216,139083,41839,-8.87977,51.6259
315,"08393P","S N RATH DUBH","GRENAGH","CO CORK","","","Cork","CATHOLIC","N","N","N",119,144,263,159231,84746,-8.59386,52.0134
316,"08430S","SCOIL NAOMH SEOSAMH","SKIBBEREEN","CO CORK","","","Cork","CATHOLIC","N","N","N",1,190,191,112626,34028,-9.25984,51.5522
317,"08828B","KILCORNEY MIXED N S","RATHCOOLE","MALLOW","CO CORK","","Cork","CATHOLIC","N","N","N",18,16,34,134047,90379,-8.96175,52.0616
318,"08972I","CASTLEALACK N S","CHAISLEAN NA LEACHT","BANDON","CO CORK","","Cork","CATHOLIC","N","N","N",45,33,78,149017,58863,-8.73881,51.7799
319,"09161W","OUR LADY OF MERCY N S","BANTRY","CO CORK","","","Cork","CATHOLIC","N","N","N",81,171,252,100191,48317,-9.44315,51.6786
320,"09537S","BALLINADEE N S","BANDON","CO CORK","","","Cork","CATHOLIC","N","N","N",71,64,135,156731,51386,-8.6261,51.7133
321,"09815U","TULLASLEASE MIXED N S","RATHLUIRC","CO CORK","","","Cork","CATHOLIC","N","Y","N",8,12,20,135795,118587,-8.9416,52.3153
322,"09872J","CLOGHOOLA MIXED N S","MILLSTREET","CO CORK","","","Cork","CATHOLIC","N","N","N",13,3,16,126785,86430,-9.06678,52.0252
323,"10047I","MACROOM CONVENT N S","MACROOM","CO CORK","","","Cork","CATHOLIC","N","N","N",109,200,309,134142,72696,-8.95697,51.9027
324,"10243I","S N ACHADH EOCHAILLE","ENNISKEAN","CO CORK","","","Cork","CATHOLIC","N","N","N",30,32,62,138923,50702,-8.88363,51.7055
